,Fixed_Acidity,Volatile_Acidity,Citric Acid,Sugar,Chlorides,Fixed_Sulfur_dioxide,Total_Sulfur_dioxide,Density,pH,Sulphates,Alcohol,Color,Quality,,,,,,,,
5821,8.7,0.42,0.45,2.4,0.072,32,59,0.99617,3.33,0.77,12,Red,6,,,,,,,,
5822,8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,Red,6,,,,,,,,
5823,8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,Red,5,,,,,,,,
5824,8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,Red,5,,,,,,,,
5825,8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55,Red,5,,,,,,,,
5826,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,White,7,,,,,,,,
5827,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,White,7,,,,,,,,
5828,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,White,7,,,,,,,,
5829,8.7,0.22,0.42,2.3,0.053,27,114,0.994,2.99,0.43,10,White,5,,,,,,,,
5830,8.7,0.34,0.46,13.8,0.055,68,198,0.9988,3.36,0.37,9.5,White,6,,,,,,,,
5831,8.7,0.45,0.4,1.5,0.067,17,100,0.9957,3.27,0.57,10.1,White,6,,,,,,,,
5832,8.7,0.49,0.57,17.8,0.052,34,243,1.0007,2.98,0.82,9,White,5,,,,,,,,
5833,8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,White,5,,,,,,,,
5834,8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,White,5,,,,,,,,
5835,8.7,0.15,0.3,1.6,0.046,29,130,0.9942,3.22,0.38,9.8,White,6,,,,,,,,
5836,8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,White,5,,,,,,,,
5837,8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,White,5,,,,,,,,
5838,8.7,0.3,0.59,1.7,0.046,10,70,0.99373,3.06,0.56,10.8,White,4,,,,,,,,
5839,8.7,0.3,0.34,4.8,0.018,23,127,0.99474,3.12,0.49,11.2,White,7,,,,,,,,
5840,8.7,0.31,0.21,5.6,0.039,28,67,0.99328,2.96,0.52,11,White,4,,,,,,,,
5841,8.8,0.61,0.3,2.8,0.088,17,46,0.9976,3.26,0.51,9.3,Red,4,,,,,,,,
5842,8.8,0.66,0.26,1.7,0.074,4,23,0.9971,3.15,0.74,9.2,Red,5,,,,,,,,
5843,8.8,0.4,0.4,2.2,0.079,19,52,0.998,3.44,0.64,9.2,Red,5,,,,,,,,
5844,8.8,0.41,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5,Red,5,,,,,,,,
5845,8.8,0.41,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5,Red,5,,,,,,,,
5846,8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,Red,6,,,,,,,,
5847,8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,Red,6,,,,,,,,
5848,8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,Red,5,,,,,,,,
5849,8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,Red,5,,,,,,,,
5850,8.8,0.37,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3,Red,5,,,,,,,,
5851,8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,Red,5,,,,,,,,
5852,8.8,0.46,0.45,2.6,0.065,7,18,0.9947,3.32,0.79,14,Red,6,,,,,,,,
5853,8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,Red,5,,,,,,,,
5854,8.8,0.47,0.49,2.9,0.085,17,110,0.9982,3.29,0.6,9.8,Red,5,,,,,,,,
5855,8.8,0.48,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5,Red,6,,,,,,,,
5856,8.8,0.24,0.54,2.5,0.083,25,57,0.9983,3.39,0.54,9.2,Red,5,,,,,,,,
5857,8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,Red,5,,,,,,,,
5858,8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,Red,5,,,,,,,,
5859,8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,Red,5,,,,,,,,
5860,8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,Red,6,,,,,,,,
5861,8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,Red,5,,,,,,,,
5862,8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,Red,5,,,,,,,,
5863,8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,Red,5,,,,,,,,
5864,8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,Red,7,,,,,,,,
5865,8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,Red,6,,,,,,,,
5866,8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,Red,6,,,,,,,,
5867,8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,Red,6,,,,,,,,
5868,8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,Red,6,,,,,,,,
5869,8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,Red,6,,,,,,,,
5870,8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,Red,7,,,,,,,,
5871,8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,Red,7,,,,,,,,
5872,8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,Red,6,,,,,,,,
5873,8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,Red,4,,,,,,,,
5874,8.8,0.27,0.46,2.1,0.095,20,29,0.99488,3.26,0.56,11.3,Red,6,,,,,,,,
5875,8.8,0.28,0.45,6,0.022,14,49,0.9934,3.01,0.33,11.1,White,7,,,,,,,,
5876,8.8,0.36,0.44,1.9,0.04,9,121,0.9953,3.19,0.48,9.9,White,6,,,,,,,,
5877,8.8,0.17,0.38,1.8,0.04,39,148,0.9942,3.16,0.67,10.2,White,6,,,,,,,,
5878,8.8,0.33,0.44,6.35,0.024,9,87,0.9917,2.96,0.4,12.6,White,7,,,,,,,,
5879,8.8,0.23,0.74,3.2,0.042,15,126,0.9934,3.02,0.51,11.2,White,6,,,,,,,,
5880,8.8,0.35,0.49,1,0.036,14,56,0.992,2.96,0.33,10.5,White,4,,,,,,,,
5881,8.8,0.39,0.34,5.9,0.055,33,128,0.9927,2.95,0.51,11.8,White,6,,,,,,,,
5882,8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,White,6,,,,,,,,
5883,8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,White,6,,,,,,,,
5884,8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,White,6,,,,,,,,
5885,8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,White,5,,,,,,,,
5886,8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,White,5,,,,,,,,
5887,8.8,0.2,0.28,1.1,0.018,18,72,0.9926,2.97,0.35,10.4,White,5,,,,,,,,
5888,8.8,0.33,0.36,2.1,0.034,19,125,0.99166,2.96,0.98,12.7,White,6,,,,,,,,
5889,8.8,0.24,0.23,10.3,0.032,12,97,0.99571,3.13,0.4,10.7,White,6,,,,,,,,
5890,8.8,0.39,0.35,1.8,0.096,22,80,0.99016,2.95,0.54,12.6,White,6,,,,,,,,
5891,8.8,0.19,0.3,5,0.028,34,120,0.99242,2.94,0.47,11.2,White,5,,,,,,,,
5892,8.8,0.27,0.25,5,0.024,52,99,0.9925,2.87,0.49,11.4,White,5,,,,,,,,
5893,8.9,0.62,0.18,3.8,0.176,52,145,0.9986,3.16,0.88,9.2,Red,5,,,,,,,,
5894,8.9,0.62,0.19,3.9,0.17,51,148,0.9986,3.17,0.93,9.2,Red,5,,,,,,,,
5895,8.9,0.22,0.48,1.8,0.077,29,60,0.9968,3.39,0.53,9.4,Red,6,,,,,,,,
5896,8.9,0.61,0.49,2,0.27,23,110,0.9972,3.12,1.02,9.3,Red,5,,,,,,,,
5897,8.9,0.31,0.57,2,0.111,26,85,0.9971,3.26,0.53,9.7,Red,5,,,,,,,,
5898,8.9,0.59,0.5,2,0.337,27,81,0.9964,3.04,1.61,9.5,Red,6,,,,,,,,
5899,8.9,0.635,0.37,1.7,0.263,5,62,0.9971,3,1.09,9.3,Red,5,,,,,,,,
5900,8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,Red,7,,,,,,,,
5901,8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,Red,7,,,,,,,,
5902,8.9,0.43,0.45,1.9,0.052,6,16,0.9948,3.35,0.7,12.5,Red,6,,,,,,,,
5903,8.9,0.59,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3,Red,5,,,,,,,,
5904,8.9,0.4,0.51,2.6,0.052,13,27,0.995,3.32,0.9,13.4,Red,7,,,,,,,,
5905,8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,Red,5,,,,,,,,
5906,8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,Red,6,,,,,,,,
5907,8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,Red,5,,,,,,,,
5908,8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,Red,5,,,,,,,,
5909,8.9,0.875,0.13,3.45,0.088,4,14,0.9994,3.44,0.52,11.5,Red,5,,,,,,,,
5910,8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,Red,5,,,,,,,,
5911,8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,Red,5,,,,,,,,
5912,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,Red,7,,,,,,,,
5913,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,Red,7,,,,,,,,
5914,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,Red,7,,,,,,,,
5915,8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,Red,6,,,,,,,,
5916,8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,Red,7,,,,,,,,
5917,8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,Red,7,,,,,,,,
5918,8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,Red,6,,,,,,,,
5919,8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,Red,7,,,,,,,,
5920,8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7,Red,6,,,,,,,,
5921,8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,Red,6,,,,,,,,
5922,8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,Red,6,,,,,,,,
5923,8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,Red,7,,,,,,,,
5924,8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,Red,7,,,,,,,,
5925,8.9,0.24,0.39,1.6,0.074,3,10,0.99698,3.12,0.59,9.5,Red,6,,,,,,,,
5926,8.9,0.34,0.32,1.3,0.041,12,188,0.9953,3.17,0.49,9.5,White,5,,,,,,,,
5927,8.9,0.33,0.32,1.5,0.047,11,200,0.9954,3.19,0.46,9.4,White,5,,,,,,,,
5928,8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,White,5,,,,,,,,
5929,8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,White,5,,,,,,,,
5930,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,White,5,,,,,,,,
5931,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,White,5,,,,,,,,
5932,8.9,0.34,0.34,1.6,0.056,13,176,0.9946,3.14,0.47,9.7,White,5,,,,,,,,
5933,8.9,0.33,0.34,1.4,0.056,14,171,0.9946,3.13,0.47,9.7,White,5,,,,,,,,
5934,8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7,White,6,,,,,,,,
5935,8.9,0.24,0.33,15.75,0.035,16,132,0.996,3,0.37,12.1,White,6,,,,,,,,
5936,8.9,0.21,0.37,1.2,0.028,20,93,0.99244,3.2,0.37,11.5,White,5,,,,,,,,
5937,8.9,0.27,0.34,10.7,0.029,19.5,166,0.99669,3.13,0.48,10.6,White,5,,,,,,,,
5938,8.9,0.26,0.33,8.1,0.024,47,202,0.99558,3.13,0.46,10.8,White,6,,,,,,,,
5939,8.9,0.3,0.35,4.6,0.032,32,148,0.99458,3.15,0.45,11.5,White,7,,,,,,,,
5940,8.9,0.3,0.35,4.6,0.032,32,148,0.99458,3.15,0.45,11.5,White,7,,,,,,,,
5941,8.9,0.27,0.28,0.8,0.024,29,128,0.98984,3.01,0.35,12.4,White,6,,,,,,,,
5942,9,0.62,0.04,1.9,0.146,27,90,0.9984,3.16,0.7,9.4,Red,5,,,,,,,,
5943,9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8,Red,5,,,,,,,,
5944,9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,Red,6,,,,,,,,
5945,9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,Red,6,,,,,,,,
5946,9,0.53,0.49,1.9,0.171,6,25,0.9975,3.27,0.61,9.4,Red,6,,,,,,,,
5947,9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,Red,5,,,,,,,,
5948,9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,Red,5,,,,,,,,
5949,9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,Red,5,,,,,,,,
5950,9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,Red,5,,,,,,,,
5951,9,0.48,0.32,2.8,0.084,21,122,0.9984,3.32,0.62,9.4,Red,5,,,,,,,,
5952,9,0.47,0.31,2.7,0.084,24,125,0.9984,3.31,0.61,9.4,Red,5,,,,,,,,
5953,9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,Red,5,,,,,,,,
5954,9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,Red,5,,,,,,,,
5955,9,0.69,0,2.4,0.088,19,38,0.999,3.35,0.6,9.3,Red,5,,,,,,,,
5956,9,0.58,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7,Red,5,,,,,,,,
5957,9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,Red,5,,,,,,,,
5958,9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,Red,6,,,,,,,,
5959,9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,Red,6,,,,,,,,
5960,9,0.38,0.41,2.4,0.103,6,10,0.99604,3.13,0.58,11.9,Red,7,,,,,,,,
5961,9,0.4,0.43,2.4,0.068,29,46,0.9943,3.2,0.6,12.2,Red,6,,,,,,,,
5962,9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,Red,5,,,,,,,,
5963,9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,Red,5,,,,,,,,
5964,9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9,Red,6,,,,,,,,
5965,9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,Red,5,,,,,,,,
5966,9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2,Red,6,,,,,,,,
5967,9,0.6,0.29,2,0.069,32,73,0.99654,3.34,0.57,10,Red,5,,,,,,,,
5968,9,0.27,0.35,4.9,0.028,27,95,0.9932,3.04,0.4,11.3,White,6,,,,,,,,
5969,9,0.31,0.49,6.9,0.034,26,91,0.9937,2.99,0.34,11.5,White,5,,,,,,,,
5970,9,0.245,0.38,5.9,0.045,52,159,0.995,2.93,0.35,10.2,White,6,,,,,,,,
5971,9,0.24,0.5,1.2,0.048,26,107,0.9918,3.21,0.34,12.4,White,6,,,,,,,,
5972,9,0.31,0.48,6.6,0.043,11,73,0.9938,2.9,0.38,11.6,White,5,,,,,,,,
5973,9,0.3,0.49,7.2,0.039,32,84,0.9938,2.94,0.32,11.5,White,6,,,,,,,,
5974,9,0.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5,White,7,,,,,,,,
5975,9,0.22,0.49,10.4,0.048,52,195,0.9987,3.31,0.44,10.2,White,6,,,,,,,,
5976,9,0.43,0.3,1.5,0.05,7,175,0.9951,3.11,0.45,9.7,White,4,,,,,,,,
5977,9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,White,5,,,,,,,,
5978,9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,White,5,,,,,,,,
5979,9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,White,6,,,,,,,,
5980,9,0.29,0.34,12.1,0.03,34,177,0.99706,3.13,0.47,10.6,White,5,,,,,,,,
5981,9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,White,6,,,,,,,,
5982,9,0.38,0.53,2.1,0.102,19,76,0.99001,2.93,0.57,12.9,White,5,,,,,,,,
5983,9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,White,6,,,,,,,,
5984,9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,White,6,,,,,,,,
5985,9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,Red,6,,,,,,,,
5986,9.1,0.795,0,2.6,0.096,11,26,0.9994,3.35,0.83,9.4,Red,6,,,,,,,,
5987,9.1,0.28,0.48,1.8,0.067,26,46,0.9967,3.32,1.04,10.6,Red,6,,,,,,,,
5988,9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,Red,5,,,,,,,,
5989,9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,Red,5,,,,,,,,
5990,9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,Red,6,,,,,,,,
5991,9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,Red,6,,,,,,,,
5992,9.1,0.47,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,Red,5,,,,,,,,
5993,9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,Red,5,,,,,,,,
5994,9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,Red,4,,,,,,,,
5995,9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,Red,6,,,,,,,,
5996,9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,Red,5,,,,,,,,
5997,9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,Red,7,,,,,,,,
5998,9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,Red,6,,,,,,,,
5999,9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,Red,6,,,,,,,,
6000,9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,Red,6,,,,,,,,
6001,9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,Red,7,,,,,,,,
6002,9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,Red,7,,,,,,,,
6003,9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,Red,7,,,,,,,,
6004,9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,Red,8,,,,,,,,
6005,9.1,0.25,0.34,2,0.071,45,67,0.99769,3.44,0.86,10.2,Red,7,,,,,,,,
6006,9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,Red,7,,,,,,,,
6007,9.1,0.6,0,1.9,0.058,5,10,0.9977,3.18,0.63,10.4,Red,6,,,,,,,,
6008,9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,Red,6,,,,,,,,
6009,9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,Red,6,,,,,,,,
6010,9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,Red,6,,,,,,,,
6011,9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4,Red,5,,,,,,,,
6012,9.1,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11,Red,7,,,,,,,,
6013,9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,Red,5,,,,,,,,
6014,9.1,0.59,0.38,1.6,0.066,34,182,0.9968,3.23,0.38,8.5,White,3,,,,,,,,
6015,9.1,0.27,0.45,10.6,0.035,28,124,0.997,3.2,0.46,10.4,White,9,,,,,,,,
6016,9.1,0.27,0.32,1.1,0.031,15,151,0.9936,3.03,0.41,10.6,White,5,,,,,,,,
6017,9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,White,5,,,,,,,,
6018,9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,White,5,,,,,,,,
6019,9.1,0.33,0.38,1.7,0.062,50.5,344,0.9958,3.1,0.7,9.5,White,5,,,,,,,,
6020,9.2,0.52,1,3.4,0.61,32,69,0.9996,2.74,2,9.4,Red,4,,,,,,,,
6021,9.2,0.63,0.21,2.7,0.097,29,65,0.9988,3.28,0.58,9.6,Red,5,,,,,,,,
6022,9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,Red,6,,,,,,,,
6023,9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,Red,7,,,,,,,,
6024,9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,Red,5,,,,,,,,
6025,9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,Red,5,,,,,,,,
6026,9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,Red,6,,,,,,,,
6027,9.2,0.92,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,Red,5,,,,,,,,
6028,9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,Red,5,,,,,,,,
6029,9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,Red,6,,,,,,,,
6030,9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,Red,5,,,,,,,,
6031,9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,Red,5,,,,,,,,
6032,9.2,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12,Red,7,,,,,,,,
6033,9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5,Red,6,,,,,,,,
6034,9.2,0.46,0.23,2.6,0.091,18,77,0.99922,3.15,0.51,9.4,Red,5,,,,,,,,
6035,9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9,Red,5,,,,,,,,
6036,9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,White,7,,,,,,,,
6037,9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,White,7,,,,,,,,
6038,9.2,0.34,0.27,1.2,0.026,17,73,0.9921,3.08,0.39,10.8,White,5,,,,,,,,
6039,9.2,0.22,0.4,2.4,0.054,18,151,0.9952,3.04,0.46,9.3,White,4,,,,,,,,
6040,9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5,White,5,,,,,,,,
6041,9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5,White,5,,,,,,,,
6042,9.2,0.28,0.41,1,0.042,14,59,0.9922,2.96,0.25,10.5,White,6,,,,,,,,
6043,9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4,White,6,,,,,,,,
6044,9.2,0.32,0.42,1.3,0.046,14,186,0.9949,3.08,0.48,9.6,White,5,,,,,,,,
6045,9.2,0.35,0.39,0.9,0.042,15,61,0.9924,2.96,0.28,10.4,White,4,,,,,,,,
6046,9.2,0.28,0.49,11.8,0.042,29,137,0.998,3.1,0.34,10.1,White,4,,,,,,,,
6047,9.2,0.18,0.49,1.5,0.041,39,130,0.9945,3.04,0.49,9.8,White,7,,,,,,,,
6048,9.2,0.23,0.3,1.1,0.031,40,99,0.9929,2.94,0.3,10.4,White,6,,,,,,,,
6049,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,White,6,,,,,,,,
6050,9.2,0.71,0.23,6.2,0.042,15,93,0.9948,2.89,0.34,10.1,White,6,,,,,,,,
6051,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,White,6,,,,,,,,
6052,9.2,0.23,0.35,10.7,0.037,34,145,0.9981,3.09,0.32,9.7,White,5,,,,,,,,
6053,9.2,0.34,0.54,17.3,0.06,46,235,1.00182,3.08,0.61,8.8,White,6,,,,,,,,
6054,9.2,0.19,0.42,2,0.047,16,104,0.99517,3.09,0.66,10,White,4,,,,,,,,
6055,9.2,0.16,0.49,2,0.044,18,107,0.99514,3.1,0.53,10.2,White,4,,,,,,,,
6056,9.2,0.14,0.37,1.1,0.034,36,84,0.99136,3.05,0.55,11.6,White,6,,,,,,,,
6057,9.3,0.32,0.57,2,0.074,27,65,0.9969,3.28,0.79,10.7,Red,5,,,,,,,,
6058,9.3,0.39,0.44,2.1,0.107,34,125,0.9978,3.14,1.22,9.5,Red,5,,,,,,,,
6059,9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,Red,5,,,,,,,,
6060,9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,Red,5,,,,,,,,
6061,9.3,0.27,0.41,2,0.091,6,16,0.998,3.28,0.7,9.7,Red,5,,,,,,,,
6062,9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,Red,6,,,,,,,,
6063,9.3,0.775,0.27,2.8,0.078,24,56,0.9984,3.31,0.67,10.6,Red,6,,,,,,,,
6064,9.3,0.4,0.49,2.5,0.085,38,142,0.9978,3.22,0.55,9.4,Red,5,,,,,,,,
6065,9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,Red,5,,,,,,,,
6066,9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,Red,5,,,,,,,,
6067,9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,Red,5,,,,,,,,
6068,9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,Red,5,,,,,,,,
6069,9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,Red,7,,,,,,,,
